100
27 33
9 10 9
7 11 7
7 11 7
7 3 9
12 7 9
2 3 12
10 2 12
37 38
12 22 5
33 5 5
7 6 12
1 7 34
15 8 15
36 10 34
17 3 5
8 23 5
34 14 34
24 5 5
26 12 12
15 2 5
5 32 5
31 14 34
34 21 34
31 33 34
28 9 27
22 10 5
7 6 12
8 31 5
18 30 12
29 21 29
36 18 18
11 22 5
31 16 12
19 8 5
2 16 12
26 3 5
31 27 27
37 22 5
9 24 27
28 1 34
25 23 12
7 23 34
4 7 34
27 4 34
3 1 5
16 23 12
21 41
21 4 21
14 19 14
6 4 14
2 1 10
16 19 14
19 11 14
6 17 18
19 16 14
15 16 18
16 21 21
16 1 11
14 17 18
21 13 21
15 9 18
19 8 18
7 9 3
8 18 18
2 11 11
10 21 21
7 18 18
18 2 18
18 21 18
13 14 14
3 20 14
14 8 18
18 9 18
16 11 11
9 7 3
12 19 14
11 14 14
6 12 3
14 9 14
7 17 18
3 8 18
10 16 11
6 13 13
18 21 18
15 7 18
10 9 3
6 17 18
13 10 13
43 104
40 33 12
6 17 21
37 28 25
2 37 25
13 17 21
32 26 32
17 29 34
24 14 32
5 7 25
30 2 32
26 12 41
9 14 32
33 6 21
7 30 32
27 10 21
7 6 21
8 13 8
28 23 25
26 2 25
4 30 38
15 11 41
18 29 23
6 18 21
36 40 41
29 24 23
11 38 38
20 8 32
1 7 25
7 3 25
35 30 32
4 35 32
5 12 41
25 17 21
38 37 32
36 18 41
10 16 21
35 17 21
14 11 20
17 1 21
35 22 26
19 31 14
23 18 23
15 36 21
2 23 25
41 42 41
41 7 41
41 31 41
8 2 25
18 14 32
14 35 32
24 5 25
40 22 25
39 18 25
21 10 21
30 3 32
15 30 21
32 26 32
33 14 32
8 42 25
35 14 32
40 34 41
31 7 4
39 35 5
28 27 32
35 37 25
15 11 21
32 11 32
7 40 7
27 10 21
20 21 21
25 19 32
19 11 19
3 10 21
30 21 21
24 13 25
1 40 25
14 16 32
28 23 25
40 17 21
14 35 42
29 15 9
12 1 41
1 14 34
32 41 32
7 30 32
30 32 32
42 16 25
1 33 25
11 42 32
24 43 25
27 36 32
40 29 25
5 31 25
26 11 32
33 10 21
11 2 32
14 2 32
8 43 25
19 14 19
15 3 38
20 34 32
33 12 41
43 37 25
39 26 5
50 111
8 17 23
26 2 5
11 13 5
1 6 5
30 46 5
18 17 5
10 32 5
32 19 5
32 34 5
50 29 36
49 6 5
34 19 5
44 42 5
3 22 5
7 22 5
4 41 19
31 15 5
30 15 30
44 8 5
32 19 5
34 17 5
47 19 5
39 41 5
17 45 23
39 35 5
33 36 5
47 42 36
6 38 30
14 48 44
17 47 5
47 18 5
13 15 5
7 1 13
19 33 5
29 12 5
42 47 36
41 43 5
8 38 5
4 46 5
7 36 5
11 23 5
24 26 5
22 43 43
27 50 5
35 22 5
26 32 5
50 8 5
11 9 5
45 48 5
16 7 13
35 18 5
32 41 5
17 27 5
7 49 5
25 39 5
6 46 5
6 17 5
24 14 5
6 3 5
23 49 5
6 11 5
49 41 5
46 36 36
35 42 5
50 32 5
20 25 5
18 43 5
47 1 5
31 25 5
3 2 5
12 26 12
18 34 5
48 42 5
26 4 5
45 8 40
50 25 36
13 29 5
9 8 13
14 6 5
13 22 5
13 2 13
46 3 36
23 31 5
32 18 5
48 22 5
27 47 5
48 41 5
24 3 5
33 11 5
34 14 5
29 6 5
28 32 5
1 14 5
27 32 5
28 22 5
3 21 5
3 4 5
3 7 5
46 9 5
42 48 5
25 1 5
21 7 40
1 34 5
24 16 5
20 23 23
3 50 36
48 37 37
36 31 5
9 31 5
23 33 23
28 12 5
16 118
4 12 3
8 5 3
1 13 11
8 2 3
6 11 6
6 7 6
1 3 3
1 5 3
14 10 6
1 10 3
8 2 3
10 7 3
7 10 3
9 11 9
11 13 11
10 14 6
16 6 6
11 1 11
2 12 3
15 13 3
12 2 3
10 15 3
6 9 6
12 2 3
15 1 3
16 15 3
11 13 11
4 7 3
10 2 3
4 5 3
1 6 6
10 7 3
13 11 11
16 10 3
3 10 3
4 9 9
7 13 3
11 1 11
13 10 3
14 1 6
9 4 9
1 4 3
5 8 3
2 15 3
14 6 6
10 15 3
15 10 3
4 14 6
11 14 6
1 16 16
8 14 6
7 3 3
9 3 9
12 8 3
2 9 9
1 6 6
1 14 6
2 7 3
5 10 3
1 13 11
14 6 6
7 6 6
7 8 3
14 1 6
9 16 9
1 13 11
8 16 3
14 4 6
5 10 3
7 11 3
4 15 4
4 11 3
9 15 9
11 7 3
1 13 11
16 13 16
2 14 6
7 14 6
8 7 3
4 15 4
12 10 3
12 11 3
5 11 3
14 4 6
3 11 3
4 12 3
6 1 6
11 12 3
12 13 3
5 16 3
11 12 3
12 10 3
12 3 3
10 8 3
9 4 9
13 8 3
4 3 3
2 9 9
2 11 11
11 1 11
14 5 6
12 8 3
15 5 3
15 8 15
14 16 6
12 14 6
3 11 3
1 8 3
12 10 3
5 14 6
8 2 3
8 15 15
8 9 9
14 9 6
11 10 3
11 10 3
12 4 3
8 13 3
16 25
6 10 10
3 8 1
6 11 1
8 12 1
4 3 1
11 9 14
1 14 1
7 16 14
2 1 1
13 14 13
11 7 14
8 7 1
16 14 14
15 11 15
10 9 10
8 1 1
12 4 1
6 1 1
2 8 1
11 16 14
16 15 15
4 16 1
8 4 1
15 8 15
7 15 15
12 117
2 5 7
6 12 4
3 6 7
12 8 4
1 10 1
5 12 4
12 11 4
3 7 7
10 12 4
3 10 7
8 7 7
5 11 4
5 6 5
7 2 7
2 7 7
8 6 5
8 10 4
3 2 2
12 3 7
1 6 1
9 7 7
9 1 1
12 10 4
7 5 7
3 2 2
10 9 11
1 7 1
12 1 1
12 6 4
7 2 7
2 4 7
1 12 1
12 10 4
6 2 7
7 5 7
10 1 1
4 7 7
10 11 11
10 1 1
2 8 7
8 11 4
2 9 7
11 8 4
8 6 5
8 1 1
1 6 1
8 1 1
4 7 7
8 10 4
5 7 7
5 12 4
6 7 7
12 10 4
12 9 4
11 4 4
11 7 7
9 3 7
12 1 1
4 10 4
1 10 1
3 6 7
6 7 7
2 11 7
8 11 4
9 4 4
9 7 7
4 10 4
8 4 4
11 2 7
12 9 4
9 3 7
11 5 4
4 7 7
4 6 4
5 4 4
6 10 4
1 7 1
12 8 4
5 7 7
4 2 7
9 11 11
2 6 7
9 1 1
8 12 4
12 10 4
7 10 7
12 3 7
4 6 4
1 12 1
7 5 7
1 2 1
2 11 7
5 10 4
1 12 1
12 1 1
12 3 7
3 12 7
7 2 7
4 9 4
11 9 11
9 3 7
12 2 7
3 2 2
2 4 7
11 2 7
4 1 1
12 6 4
11 6 4
5 7 7
8 2 7
6 12 4
12 11 4
11 1 1
10 5 4
5 4 4
11 3 7
4 11 4
3 1
1 2 3
28 90
2 11 24
28 2 24
28 17 24
2 26 24
13 7 13
5 1 24
5 8 24
22 25 1
17 18 1
27 11 1
22 4 24
13 12 24
28 7 24
20 8 24
13 19 13
14 10 14
23 14 24
5 22 24
28 7 24
28 2 24
3 16 1
6 23 24
7 15 1
24 12 24
15 28 24
17 9 1
28 12 24
25 1 1
20 27 24
20 28 24
19 14 22
10 1 1
26 4 24
21 3 24
6 4 24
10 24 24
8 10 1
20 26 17
5 15 24
27 15 27
10 26 5
6 2 24
16 13 1
3 12 24
15 28 24
10 17 17
24 16 24
21 16 24
23 11 24
10 5 24
20 25 13
15 14 1
21 10 24
14 28 24
5 1 24
24 14 24
28 14 24
25 7 7
7 17 7
12 22 24
23 10 24
25 22 1
27 16 27
27 2 24
28 24 24
20 25 24
21 23 21
18 15 18
17 19 17
22 2 24
1 26 1
17 13 13
13 2 24
20 16 24
18 22 1
21 13 24
2 23 24
10 4 24
25 14 14
10 24 24
28 12 24
1 11 1
17 25 25
14 25 14
3 12 24
16 17 1
13 18 1
27 14 1
16 6 6
14 2 24
60 120
12 15 3
4 26 58
17 24 3
56 40 12
47 22 3
60 57 3
23 45 3
60 4 58
37 28 52
60 52 52
47 5 3
44 10 52
45 22 3
18 21 3
46 18 3
49 40 52
43 19 19
3 14 3
34 56 48
59 8 48
9 17 3
11 39 3
10 12 3
39 6 3
50 24 58
18 54 3
39 54 3
13 5 5
12 37 3
48 32 3
58 60 58
54 51 58
13 5 5
54 36 48
48 20 48
15 29 52
12 46 3
44 48 48
6 52 52
16 6 52
7 11 3
43 10 48
14 55 14
11 36 3
7 8 48
32 23 3
45 36 3
57 55 3
56 44 48
21 16 58
57 32 3
37 23 52
40 27 3
28 20 52
55 29 3
33 52 52
28 24 58
25 38 48
2 45 3
14 55 14
52 42 52
12 3 3
4 22 3
3 47 3
16 25 48
14 22 9
39 9 30
35 17 3
20 9 3
30 11 3
51 23 51
7 60 58
37 35 29
31 39 3
42 17 3
32 25 3
46 58 3
22 54 3
25 3 3
8 17 3
9 3 3
40 32 3
7 59 58
30 20 52
40 50 52
28 35 52
2 25 48
38 47 3
60 49 58
35 41 29
31 48 48
6 12 3
54 40 52
41 33 52
59 28 58
33 47 3
15 13 52
43 14 3
58 34 58
20 37 52
56 33 48
30 37 52
20 48 48
60 34 58
24 13 52
25 34 48
38 59 48
41 11 3
40 22 3
50 47 3
57 43 39
43 16 48
34 60 58
19 56 19
50 31 52
21 57 3
33 57 3
11 58 3
6 31 29
11 32 3
57 10
43 1 2
33 5 16
6 27 2
5 2 2
38 26 16
57 34 24
48 22 2
53 50 2
34 9 2
23 39 2
42 33
8 38 30
11 38 30
32 13 30
39 38 31
4 33 31
21 32 16
22 2 31
25 40 31
7 40 16
15 42 30
29 35 31
1 5 28
37 11 30
37 21 37
30 34 30
18 16 16
32 7 32
2 36 18
36 20 36
26 32 16
18 10 16
20 32 20
42 18 31
2 29 39
1 40 40
5 23 30
41 25 11
32 6 16
36 1 30
22 16 16
5 19 5
25 39 31
8 9 17
8 97
7 8 3
6 1 6
3 4 6
8 3 3
1 6 6
2 8 3
6 5 6
7 3 3
8 7 3
2 3 3
4 8 6
1 7 3
6 2 6
4 7 6
6 8 6
8 6 6
3 1 3
6 3 6
1 5 6
5 3 6
8 5 6
2 6 6
2 5 6
1 7 3
2 6 6
8 7 3
6 4 6
6 7 6
8 6 6
5 1 6
4 1 6
3 1 3
8 1 1
7 2 3
3 1 3
2 1 3
8 4 6
2 8 3
4 6 6
5 7 6
5 7 6
6 5 6
5 7 6
7 3 3
7 1 3
6 8 6
1 2 3
4 5 4
2 1 3
5 7 6
3 7 3
6 3 6
6 3 6
2 5 6
8 4 6
5 6 6
2 3 3
4 1 6
6 8 6
7 8 3
8 5 6
4 1 6
2 6 6
1 8 1
7 5 6
7 1 3
6 8 6
7 1 3
4 1 6
6 7 6
1 4 6
4 1 6
8 6 6
6 2 6
1 6 6
6 3 6
2 4 6
2 3 3
3 6 6
1 5 6
7 5 6
6 7 6
8 5 6
3 8 3
3 7 3
3 6 6
6 8 6
7 6 6
1 6 6
7 8 3
2 3 3
2 8 3
1 2 3
2 1 3
5 4 4
1 5 6
4 6 6
55 32
6 20 52
34 21 28
14 12 52
39 47 52
10 14 30
28 12 28
31 14 52
14 41 30
32 44 52
7 23 52
4 17 49
13 44 18
40 5 30
52 13 52
39 27 52
53 34 52
28 40 52
33 18 33
33 38 33
40 29 40
24 37 52
28 23 52
1 8 40
35 4 30
24 43 52
36 14 49
47 42 34
33 12 52
35 36 30
21 20 52
27 6 52
3 10 52
16 105
8 10 8
13 9 13
6 4 14
15 12 8
2 6 14
13 2 13
16 3 5
10 4 5
16 9 13
2 15 5
4 10 5
11 3 11
2 13 13
2 6 14
16 7 14
7 14 14
5 13 13
7 2 14
15 5 5
1 15 14
1 14 14
4 15 15
16 12 8
5 16 5
16 12 8
13 8 13
12 16 8
8 1 14
14 9 14
9 4 13
3 16 5
6 15 14
2 9 13
7 4 14
9 4 13
5 2 5
11 13 13
9 8 13
6 14 14
14 13 14
16 11 5
9 10 13
13 2 13
7 3 14
11 9 13
15 9 13
16 2 2
5 16 5
4 5 5
9 7 14
7 4 14
10 3 5
13 11 13
4 7 14
8 12 8
8 7 14
8 15 8
13 16 13
7 8 14
9 1 14
12 4 8
10 15 5
12 3 8
2 7 14
15 2 5
9 10 13
3 15 5
3 2 5
10 13 13
12 11 8
15 4 15
10 1 14
13 1 14
8 11 8
8 15 8
6 10 14
9 12 13
4 1 14
8 7 14
8 9 13
1 16 14
8 14 14
1 9 14
5 1 14
15 11 5
3 16 5
7 16 14
13 1 14
11 2 5
2 6 14
14 15 14
14 2 14
10 9 13
13 7 14
15 4 15
11 16 5
8 10 8
14 8 14
14 8 14
7 2 14
1 11 14
11 9 13
11 15 5
12 4 8
8 12 8
3 3
1 2 2
2 3 3
3 1 1
15 98
5 3 1
1 4 1
3 10 1
15 2 6
14 10 1
13 5 6
7 4 1
12 10 6
7 3 1
4 3 4
12 13 6
13 7 1
12 15 6
10 6 6
14 1 1
10 7 1
7 8 1
10 12 6
12 5 6
13 10 13
12 5 6
13 10 13
14 11 11
15 13 13
5 9 2
11 12 1
3 12 1
4 13 1
8 7 1
2 12 6
15 12 6
6 3 1
10 12 7
15 4 1
3 10 1
6 4 1
13 1 2
8 10 6
11 12 1
9 12 6
8 3 1
14 3 11
5 6 6
9 7 1
11 9 1
1 3 3
11 7 1
11 4 4
13 6 6
10 3 1
12 14 1
3 14 11
1 8 1
1 12 1
14 15 1
9 3 1
7 12 1
3 1 1
11 6 1
15 8 6
8 6 6
14 6 1
2 10 6
11 15 1
14 8 1
11 3 11
4 12 1
13 14 1
6 14 1
11 10 1
6 5 6
4 6 1
15 10 15
5 15 6
8 9 6
10 12 6
6 15 6
8 13 10
9 8 6
2 4 1
4 13 1
8 2 6
4 7 1
15 9 6
10 2 6
4 14 4
5 10 6
8 4 1
2 14 1
11 7 1
15 10 15
2 12 6
14 5 14
6 15 6
7 14 1
14 10 1
15 1 1
7 15 1
8 37
5 3 4
1 7 4
1 2 2
7 3 4
2 5 2
7 1 4
6 1 2
7 8 4
6 4 2
2 6 2
7 1 4
1 6 2
8 5 4
3 5 4
8 3 3
6 4 2
4 8 4
6 3 8
4 2 2
6 3 2
4 2 2
6 8 2
7 4 4
5 8 4
1 5 4
4 6 2
8 3 3
3 2 7
8 2 2
6 5 2
3 8 3
4 1 4
3 4 4
6 3 2
7 3 4
5 6 2
7 1 4
44 104
12 43 39
2 24 8
32 12 39
16 10 39
24 14 8
32 11 15
1 32 39
37 9 39
6 20 39
4 35 28
36 28 39
36 27 27
13 19 8
31 8 8
16 11 8
9 26 18
13 30 39
22 13 39
4 17 18
33 42 5
18 10 39
14 24 8
40 1 1
2 12 8
8 15 8
32 5 39
43 20 39
41 43 10
22 23 39
4 20 8
8 16 8
10 7 39
6 17 39
14 43 39
25 38 39
34 40 8
22 37 39
18 22 39
11 24 8
3 35 39
37 41 39
25 9 39
32 37 39
4 31 28
5 27 39
7 16 8
27 18 9
3 28 39
14 33 34
3 24 39
10 30 29
24 6 39
44 21 39
32 10 29
19 44 8
23 15 15
32 36 29
39 30 39
13 14 8
24 26 8
24 2 8
44 15 8
36 34 39
44 1 28
22 5 39
5 31 9
9 10 39
18 43 29
23 26 8
41 3 29
36 33 39
34 26 8
31 5 28
8 30 39
14 36 39
28 22 39
6 27 27
26 12 18
33 9 8
34 1 8
26 38 18
40 13 8
1 34 8
4 13 8
16 1 8
39 9 39
42 9 39
44 28 28
19 5 8
4 10 39
43 44 39
13 5 12
31 19 8
2 44 8
17 33 8
33 29 39
23 9 8
41 17 39
41 21 41
19 37 39
20 39 39
39 34 39
8 14 8
31 5 28
60 120
14 1 13
50 14 23
1 34 57
31 21 57
34 52 57
51 42 22
60 21 22
21 45 13
52 20 13
34 46 57
3 33 13
41 58 13
26 39 13
16 32 13
36 48 13
19 9 22
47 44 22
57 8 13
40 23 13
16 30 22
38 49 13
28 22 22
51 16 22
40 41 22
24 42 57
9 59 13
19 42 57
44 8 13
29 59 13
21 48 22
55 16 22
51 19 22
34 5 13
41 36 13
33 60 13
21 33 13
39 20 13
32 33 23
3 41 6
42 21 42
18 45 13
17 55 13
9 48 9
14 22 13
33 56 13
1 47 6
48 33 13
32 9 13
50 22 13
17 53 13
54 44 22
16 41 22
52 44 22
60 52 22
56 50 13
33 21 13
47 7 22
37 9 9
39 24 22
3 56 22
28 43 28
53 27 13
23 2 23
23 39 13
15 13 13
59 16 13
40 44 16
9 18 22
10 27 13
46 51 22
40 59 13
10 27 13
3 7 22
11 50 13
14 40 13
14 21 13
13 15 13
15 25 13
44 46 22
34 5 13
42 27 13
38 47 22
20 55 13
14 15 59
2 59 23
52 35 22
54 43 6
32 13 13
30 49 13
35 52 22
55 2 13
49 26 36
44 4 13
25 22 22
55 36 13
46 3 6
52 26 13
42 11 22
55 12 22
4 1 13
32 30 13
3 46 6
59 56 13
42 59 13
51 29 22
15 1 13
52 33 13
46 7 22
10 8 13
24 44 22
53 13 13
35 22 22
45 43 13
18 3 6
33 23 23
3 58 13
46 7 22
58 42 13
54 31 6
1 34 57
6 100
3 6 3
5 4 6
3 5 3
3 1 3
1 4 4
3 2 3
2 5 2
3 2 3
5 6 6
6 2 6
1 3 3
5 2 2
2 4 6
6 5 6
3 2 3
5 1 6
6 5 6
6 1 6
6 3 3
5 4 6
6 5 6
2 1 6
6 5 6
4 6 6
5 2 2
4 3 3
1 2 6
5 4 6
5 2 2
1 2 6
6 1 6
5 6 6
1 5 6
4 3 3
1 2 6
4 6 6
6 5 6
3 2 3
1 5 6
5 3 3
4 2 6
3 4 3
1 6 6
2 1 6
2 1 6
3 1 3
5 3 3
1 5 6
1 2 6
1 3 3
3 2 3
3 4 3
5 1 6
1 4 4
4 5 6
3 1 3
1 2 6
3 4 3
4 2 6
5 4 6
2 4 6
5 3 3
5 4 6
3 6 3
6 3 3
5 2 2
5 2 2
5 1 6
3 1 3
6 3 3
5 3 3
2 6 6
1 2 6
4 1 4
1 5 6
3 5 3
1 3 3
5 3 3
6 5 6
4 2 6
3 4 3
3 1 3
2 5 2
5 2 2
2 1 6
3 2 3
5 6 6
1 2 6
6 1 6
1 3 3
1 4 4
2 3 3
4 6 6
3 2 3
4 3 3
1 5 6
4 2 6
5 2 2
1 3 3
3 6 3
56 83
18 27 6
20 52 52
33 53 52
2 14 11
24 55 52
11 33 52
38 17 11
16 50 52
29 14 11
19 9 52
17 18 6
17 14 11
55 2 11
1 45 45
6 49 6
19 52 52
56 55 11
26 2 26
41 33 52
1 32 6
31 30 52
14 24 52
32 24 52
42 14 11
54 41 54
22 41 52
38 47 6
27 39 6
50 3 12
7 41 11
18 37 6
44 19 11
33 35 52
29 48 11
21 22 52
42 31 11
31 11 11
20 34 6
20 30 52
33 34 52
56 41 11
30 36 52
49 36 6
43 56 26
41 19 11
35 38 6
36 6 6
56 1 11
21 42 11
2 6 6
45 26 11
41 11 11
52 26 52
30 42 52
21 7 11
14 13 11
22 50 52
22 41 52
21 28 6
15 37 6
43 33 52
27 25 11
20 23 11
6 17 6
21 45 11
37 42 11
28 46 6
26 9 52
36 45 11
53 33 52
29 9 52
44 19 11
15 40 52
35 12 6
16 4 52
36 4 26
1 51 11
32 27 6
4 48 26
44 13 11
40 53 52
13 5 11
35 11 6
48 93
48 8 8
11 33 11
4 46 4
6 1 42
32 45 35
26 46 11
46 21 11
10 1 1
25 48 11
22 29 42
30 44 44
11 6 42
26 41 11
30 12 15
37 30 11
35 42 42
42 8 42
27 19 11
6 18 42
14 38 11
24 47 47
33 43 42
15 12 15
48 37 47
33 39 42
32 14 15
30 24 11
1 35 11
16 33 11
11 20 11
11 37 11
38 20 11
14 25 11
24 41 11
20 15 11
43 9 42
9 29 42
47 35 11
42 43 42
19 18 11
37 4 11
5 27 9
3 5 42
29 36 42
42 46 42
26 37 11
23 33 11
7 9 11
42 47 42
46 20 11
39 16 42
27 39 42
27 16 11
46 39 42
25 13 11
13 31 11
28 4 42
41 15 11
12 37 47
8 32 18
19 12 11
44 3 42
10 6 42
45 29 42
36 44 20
30 2 11
45 3 42
14 44 15
26 46 11
22 9 9
36 40 42
2 23 11
16 3 42
16 28 42
6 41 42
31 8 11
30 48 11
32 5 32
33 39 42
8 24 47
13 8 11
11 47 11
33 6 42
34 18 42
12 14 14
22 19 11
18 23 11
2 16 22
19 3 42
46 27 11
14 45 15
45 21 9
11 35 40
31 32
2 1 9
10 19 9
20 7 5
18 8 19
12 25 9
2 25 20
30 2 2
28 16 5
13 19 19
21 4 5
7 9 9
20 9 9
21 27 9
21 7 5
30 6 9
5 1 9
6 2 9
17 27 9
2 6 9
1 3 3
9 24 9
17 10 5
7 12 9
1 26 9
24 11 5
9 7 9
29 5 5
20 15 20
8 1 19
7 4 5
14 26 9
31 3 9
41 72
30 2 29
16 40 29
3 13 13
28 39 29
6 14 29
6 29 29
15 33 29
12 37 29
38 39 29
38 36 13
4 26 13
24 33 29
38 6 29
25 13 29
40 3 29
13 15 29
10 39 29
9 20 29
17 23 29
36 38 13
24 19 24
2 21 29
3 8 29
4 14 29
27 39 29
19 38 13
5 41 29
33 31 29
38 39 29
37 26 29
3 18 9
9 7 7
15 5 29
33 31 29
31 8 29
16 33 29
14 29 29
15 3 29
15 35 29
32 33 29
2 3 29
25 2 29
17 23 29
13 30 29
1 13 29
30 24 29
12 15 29
38 40 29
36 26 36
20 6 29
6 37 29
26 41 29
37 17 29
19 26 13
9 22 29
39 31 29
22 3 29
41 19 29
28 11 29
18 13 17
25 28 29
15 27 29
26 13 13
1 17 29
21 1 29
5 26 29
26 3 26
39 4 29
12 13 29
38 2 29
20 26 29
40 38 29
38 25
21 28 16
26 11 16
10 25 29
11 17 16
1 19 32
1 28 28
22 19 32
13 10 16
3 34 32
1 12 17
8 37 16
4 38 31
5 8 16
9 25 32
9 28 28
32 12 32
34 23 32
19 34 32
33 23 5
16 14 16
25 31 32
33 35 5
33 22 5
30 38 32
29 37 32
50 77
47 9 39
8 17 39
33 23 39
17 29 39
5 33 39
48 24 39
27 43 39
17 12 17
33 24 39
30 17 39
29 43 39
16 44 39
41 11 36
28 47 47
33 27 39
29 43 39
4 14 39
22 48 39
27 2 39
22 46 39
22 12 39
5 43 39
10 24 39
22 4 22
33 27 39
45 21 13
33 17 17
28 17 17
21 36 39
49 24 39
48 46 39
23 47 39
29 15 39
31 15 39
42 33 44
3 31 39
1 12 44
28 36 39
19 14 39
15 38 39
21 10 39
9 13 39
23 1 39
16 29 39
16 31 31
27 32 39
23 49 23
7 49 39
8 9 39
5 15 39
5 15 39
30 17 39
16 15 39
41 16 39
13 46 39
22 40 39
3 50 39
6 3 39
4 33 39
23 35 39
33 8 39
6 21 39
44 37 44
50 44 39
34 17 39
11 23 39
29 1 39
25 32 36
23 2 39
24 40 39
12 39 39
11 35 39
13 30 39
24 4 13
44 37 44
41 17 39
36 43 39
19 19
16 13 16
11 10 19
10 13 19
10 17 17
14 11 17
11 1 17
16 15 17
6 8 17
19 12 17
4 6 17
10 9 17
10 4 4
15 10 19
7 10 17
18 12 12
11 7 17
5 4 17
2 1 7
14 18 17
4 2
2 1 2
1 4 3
60 120
5 14 14
23 11 14
56 26 14
17 48 14
20 36 14
59 34 14
50 11 50
44 29 14
52 56 14
52 23 14
51 56 14
12 10 1
47 5 14
16 41 1
43 28 14
3 35 7
47 32 4
7 5 14
55 25 14
19 4 4
31 2 45
18 36 14
3 31 14
3 38 7
30 6 7
20 39 14
60 38 4
17 6 14
1 7 14
52 5 14
41 27 1
28 52 14
12 8 53
16 31 53
53 11 14
18 20 1
41 29 14
38 19 4
7 21 14
34 11 7
30 23 14
21 35 14
27 19 14
3 22 7
46 20 14
24 29 14
26 44 14
26 53 14
16 54 14
5 58 14
10 26 14
18 60 14
34 7 7
15 29 14
17 53 53
42 52 14
45 19 14
31 35 14
54 21 14
13 34 14
6 10 14
21 58 14
38 52 7
48 54 7
30 54 7
43 40 7
30 40 7
55 56 1
24 2 1
12 27 53
50 23 14
43 5 14
31 20 1
10 44 14
30 2 14
40 58 7
52 47 7
27 2 53
53 49 14
31 51 14
55 24 1
54 27 14
16 4 14
16 8 53
26 20 14
54 22 7
50 16 14
32 19 4
3 55 14
37 32 14
58 25 4
51 19 14
45 6 14
5 31 14
34 48 7
18 24 1
43 13 14
57 41 14
12 30 14
17 25 14
58 60 4
48 41 14
56 2 1
34 60 4
58 13 14
32 41 14
28 10 1
47 31 14
21 47 14
44 31 14
29 22 14
27 54 14
5 11 14
5 24 14
16 42 53
24 45 1
29 6 14
35 59 14
45 47 14
60 30 4
54 12
21 43 47
47 25 47
25 6 47
11 2 14
35 48 47
49 11 47
32 34 47
35 9 47
43 13 14
52 12 47
26 2 47
8 51 47
11 91
7 3 2
7 8 8
3 7 2
1 10 1
1 10 1
9 7 2
10 8 8
9 6 2
2 6 2
10 5 7
9 6 2
8 5 8
6 10 7
3 6 2
4 1 7
11 1 7
1 10 1
7 2 2
10 1 1
2 8 2
10 2 2
2 6 2
2 5 2
11 9 2
4 6 7
4 10 7
8 2 2
10 9 2
9 6 2
8 4 8
11 7 7
2 11 2
10 11 7
5 11 7
10 3 2
6 4 7
3 5 2
8 3 2
3 8 2
7 1 7
9 6 2
6 9 2
5 1 7
7 9 7
5 1 7
4 7 7
6 7 7
10 1 1
6 5 7
11 2 2
9 11 2
6 9 2
3 1 2
9 3 3
5 4 7
10 3 2
1 6 7
11 1 7
8 5 8
8 11 8
10 8 8
1 11 11
2 1 2
7 6 7
6 7 3
7 3 2
11 8 8
8 5 8
10 7 7
5 9 2
4 10 7
4 1 7
6 1 7
6 1 7
5 7 7
10 2 2
8 7 8
1 10 10
1 10 6
2 7 2
11 8 8
9 2 2
6 8 8
11 7 7
11 10 7
5 9 2
11 10 7
10 11 7
2 9 2
4 9 2
9 3 3
12 9
1 5 7
11 2 6
9 4 12
8 12 6
10 1 7
4 3 12
3 10 6
8 11 8
2 5 10
50 109
32 6 41
16 5 16
17 13 16
41 1 41
46 48 41
16 38 16
50 8 50
6 45 16
6 21 17
46 18 13
49 17 41
29 32 41
19 37 33
1 12 16
34 1 16
7 4 41
37 31 33
30 40 41
25 39 16
24 7 16
4 10 41
28 36 41
13 25 16
25 19 41
34 35 41
39 40 41
26 10 26
10 22 16
38 10 16
28 26 16
9 37 41
36 20 41
7 32 41
23 18 16
49 2 33
33 4 33
6 45 16
15 30 41
11 37 41
18 15 41
17 31 41
48 28 41
19 46 41
5 32 41
18 20 16
34 39 16
36 38 41
1 36 41
17 6 17
45 13 16
46 39 13
38 36 41
25 12 43
42 9 39
38 31 41
20 12 16
9 33 41
7 27 17
14 49 41
36 30 41
20 43 16
21 41 41
19 17 41
22 18 16
24 33 41
44 37 33
16 39 16
16 15 41
2 35 35
24 9 39
4 1 41
15 32 41
13 50 41
14 46 16
42 41 41
34 24 16
36 50 50
34 7 17
18 15 41
9 39 39
10 33 41
35 50 33
13 23 16
20 19 41
47 13 16
15 14 41
49 5 41
16 23 16
36 49 33
18 28 16
10 25 16
31 32 32
14 25 14
8 16 41
45 1 16
32 23 41
14 37 41
25 9 16
20 6 16
32 4 32
19 38 41
18 42 13
33 42 41
20 10 16
43 4 41
47 23 16
46 19 41
12 9 16
12 16 16
8 59
8 1 7
1 6 7
8 6 6
2 5 7
5 1 7
6 1 7
5 1 7
5 6 6
4 3 7
7 1 7
1 4 4
7 5 7
2 8 7
8 6 6
3 1 7
2 3 7
1 5 7
3 8 7
8 6 6
8 5 8
1 7 7
4 3 7
7 1 7
6 1 7
2 4 4
7 5 7
6 1 7
8 7 7
2 1 2
2 1 2
5 3 7
8 7 7
8 1 7
3 8 7
6 7 7
7 4 7
5 4 7
7 4 7
1 4 4
1 5 7
1 3 7
5 8 8
7 8 7
1 3 7
7 3 7
3 6 7
3 8 7
8 2 7
1 7 7
6 8 6
3 8 7
6 2 7
8 4 7
8 2 7
